DActions Nb, pt_Trust, pt_Dist, pt_Aggr, pt_Talk

6, 100.0, 0.0, 0.0, 80.0
8, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
6, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
6, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
6, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
6, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
9, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
7, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
6, 100.0, 0.0, 0.0, 80.0
7, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
6, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
6, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
6, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
6, 100.0, 0.0, 0.0, 80.0
7, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
6, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
6, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
6, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
