DActions Nb, pt_Trust, pt_Dist, pt_Aggr, pt_Talk

4, 95.0, 0.0, 0.0, 80.0
7, 100.0, 0.0, 0.0, 80.0
6, 100.0, 0.0, 0.0, 80.0
6, 100.0, 0.0, 0.0, 80.0
6, 80.0, 11.0, 5.5, 80.0
4, 100.0, 0.0, 0.0, 80.0
6, 100.0, 0.0, 0.0, 80.0
4, 85.0, 5.5, 3.3000000000000003, 80.0
4, 80.0, 11.0, 5.5, 80.0
5, 95.0, 0.0, 0.0, 80.0
5, 90.0, 0.0, 0.0, 80.0
5, 95.0, 0.0, 0.0, 80.0
4, 95.0, 0.0, 0.0, 80.0
4, 75.0, 11.0, 5.5, 80.0
5, 100.0, 0.0, 0.0, 80.0
5, 95.0, 5.5, 3.3000000000000003, 80.0
5, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
4, 85.0, 5.5, 6.6000000000000005, 80.0
5, 95.0, 5.5, 3.3000000000000003, 80.0
6, 100.0, 0.0, 0.0, 80.0
4, 90.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
5, 85.0, 0.0, 2.1999999999999997, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 95.0, 5.5, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 90.0, 5.5, 3.3000000000000003, 80.0
4, 90.0, 0.0, 0.0, 80.0
5, 95.0, 5.5, 3.3000000000000003, 80.0
4, 95.0, 0.0, 0.0, 80.0
6, 90.0, 0.0, 0.0, 80.0
4, 85.0, 5.5, 6.6000000000000005, 80.0
5, 100.0, 0.0, 0.0, 80.0
6, 95.0, 5.5, 3.3000000000000003, 80.0
6, 95.0, 5.5, 3.3000000000000003, 80.0
4, 100.0, 5.5, 0.0, 80.0
6, 95.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
6, 100.0, 0.0, 0.0, 80.0
7, 100.0, 0.0, 0.0, 80.0
5, 90.0, 5.5, 3.3000000000000003, 80.0
5, 95.0, 5.5, 3.3000000000000003, 80.0
4, 85.0, 5.5, 0.0, 80.0
5, 95.0, 0.0, 0.0, 80.0
5, 90.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 85.0, 5.5, 3.3000000000000003, 80.0
6, 95.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
4, 80.0, 5.5, 3.3000000000000003, 80.0
4, 95.0, 11.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
5, 85.0, 11.0, 3.3000000000000003, 80.0
4, 80.0, 5.5, 6.6000000000000005, 80.0
5, 90.0, 5.5, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
4, 95.0, 0.0, 0.0, 80.0
4, 90.0, 5.5, 3.3000000000000003, 80.0
5, 100.0, 0.0, 0.0, 80.0
4, 95.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
5, 80.0, 5.5, 3.3000000000000003, 80.0
4, 85.0, 0.0, 0.0, 80.0
6, 100.0, 0.0, 0.0, 80.0
4, 85.0, 16.5, 6.6000000000000005, 80.0
4, 85.0, 0.0, 2.1999999999999997, 80.0
5, 95.0, 0.0, 0.0, 80.0
5, 95.0, 0.0, 0.0, 80.0
4, 85.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
4, 85.0, 5.5, 3.3000000000000003, 80.0
5, 95.0, 5.5, 0.0, 80.0
5, 95.0, 5.5, 0.0, 80.0
5, 95.0, 5.5, 3.3000000000000003, 80.0
4, 85.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
4, 90.0, 0.0, 0.0, 80.0
6, 100.0, 0.0, 0.0, 80.0
5, 90.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
4, 85.0, 5.5, 0.0, 80.0
4, 90.0, 0.0, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
5, 90.0, 0.0, 0.0, 80.0
6, 95.0, 0.0, 0.0, 80.0
5, 90.0, 0.0, 0.0, 80.0
4, 90.0, 5.5, 3.3000000000000003, 80.0
5, 95.0, 0.0, 0.0, 80.0
4, 95.0, 5.5, 0.0, 80.0
4, 100.0, 0.0, 0.0, 80.0
5, 100.0, 0.0, 0.0, 80.0
6, 100.0, 0.0, 0.0, 80.0
