DActions Nb, pt_Trust, pt_Dist, pt_Aggr, pt_Talk

3, 20.0, 80.0, 80.0, 80.0
4, 20.0, 62.0, 80.0, 80.0
4, 30.0, 62.0, 80.0, 80.0
4, 20.0, 62.0, 80.0, 80.0
4, 20.0, 62.0, 80.0, 80.0
2, 20.0, 62.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 25.0, 71.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 25.0, 71.0, 80.0, 80.0
3, 20.0, 71.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 25.0, 71.0, 80.0, 80.0
2, 20.0, 80.0, 80.0, 80.0
3, 25.0, 71.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 20.0, 71.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 20.0, 71.0, 80.0, 80.0
5, 25.0, 44.0, 80.0, 80.0
4, 20.0, 62.0, 80.0, 80.0
3, 20.0, 71.0, 80.0, 80.0
3, 25.0, 71.0, 80.0, 80.0
4, 30.0, 62.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 25.0, 71.0, 80.0, 80.0
5, 35.0, 53.0, 80.0, 80.0
4, 25.0, 53.0, 80.0, 80.0
4, 30.0, 53.0, 80.0, 80.0
3, 20.0, 71.0, 80.0, 80.0
4, 20.0, 62.0, 80.0, 80.0
4, 30.0, 62.0, 80.0, 80.0
8, 30.0, 17.0, 80.0, 80.0
3, 25.0, 71.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
5, 20.0, 53.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
4, 30.0, 53.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 20.0, 71.0, 80.0, 80.0
3, 25.0, 62.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 25.0, 71.0, 80.0, 80.0
4, 30.0, 62.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 20.0, 71.0, 80.0, 80.0
3, 20.0, 71.0, 80.0, 80.0
3, 25.0, 71.0, 80.0, 80.0
2, 30.0, 62.0, 80.0, 80.0
3, 20.0, 71.0, 80.0, 80.0
3, 20.0, 71.0, 80.0, 80.0
3, 20.0, 71.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
2, 30.0, 62.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 25.0, 62.0, 80.0, 80.0
3, 20.0, 71.0, 80.0, 80.0
3, 20.0, 71.0, 80.0, 80.0
3, 25.0, 71.0, 80.0, 80.0
8, 40.0, 17.0, 80.0, 80.0
5, 40.0, 35.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 25.0, 71.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
4, 30.0, 62.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 25.0, 71.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 25.0, 71.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
4, 30.0, 62.0, 80.0, 80.0
3, 20.0, 71.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
2, 20.0, 80.0, 80.0, 80.0
4, 20.0, 62.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
4, 20.0, 62.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
8, 20.0, 26.0, 80.0, 80.0
3, 25.0, 71.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
4, 20.0, 62.0, 80.0, 80.0
3, 20.0, 80.0, 80.0, 80.0
