DActions Nb; pt_Trust; pt_Dist; pt_Aggr; pt_Talk
;;;;
4; 80.0; 5.5; 11.0; 80.0
6; 70.0; 33.0; 33.0; 80.0
4; 65.0; 27.5; 27.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 5.5; 11.0; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 5.5; 11.0; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 5.5; 11.0; 80.0
4; 80.0; 5.5; 11.0; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 5.5; 11.0; 80.0
4; 80.0; 16.5; 16.5; 80.0
6; 75.0; 27.5; 27.5; 80.0
4; 80.0; 5.5; 11.0; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 5.5; 11.0; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 65.0; 27.5; 27.5; 80.0
4; 65.0; 27.5; 27.5; 80.0
4; 80.0; 5.5; 11.0; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 65.0; 27.5; 27.5; 80.0
4; 65.0; 27.5; 27.5; 80.0
4; 80.0; 5.5; 11.0; 80.0
4; 80.0; 5.5; 11.0; 80.0
4; 80.0; 5.5; 11.0; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 65.0; 27.5; 27.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 65.0; 27.5; 27.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 65.0; 27.5; 27.5; 80.0
8; 70.0; 38.5; 38.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
6; 75.0; 27.5; 27.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 5.5; 11.0; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 65.0; 27.5; 27.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 5.5; 11.0; 80.0
4; 65.0; 27.5; 27.5; 80.0
4; 65.0; 27.5; 27.5; 80.0
6; 70.0; 33.0; 33.0; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 65.0; 27.5; 27.5; 80.0
6; 70.0; 22.0; 27.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 65.0; 27.5; 27.5; 80.0
4; 65.0; 27.5; 27.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 5.5; 11.0; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 65.0; 27.5; 27.5; 80.0
4; 80.0; 5.5; 11.0; 80.0
4; 80.0; 16.5; 16.5; 80.0
6; 90.0; 16.5; 16.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 65.0; 27.5; 27.5; 80.0
4; 80.0; 5.5; 11.0; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 65.0; 27.5; 27.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
6; 75.0; 16.5; 22.0; 80.0
4; 80.0; 16.5; 16.5; 80.0
2; 70.0; 16.5; 16.5; 80.0
4; 65.0; 27.5; 27.5; 80.0
4; 80.0; 5.5; 11.0; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 65.0; 27.5; 27.5; 80.0
4; 80.0; 5.5; 11.0; 80.0
6; 75.0; 16.5; 22.0; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 65.0; 27.5; 27.5; 80.0
4; 65.0; 27.5; 27.5; 80.0
4; 80.0; 16.5; 16.5; 80.0
4; 80.0; 5.5; 11.0; 80.0
4; 80.0; 16.5; 16.5; 80.0
