Doctor's Actions, pt_Trust, pt_Dist, pt_Aggr, pt_Talk, dialStatus
1, 85.0, 0.0, 0.0, 80.0, N
2, 90.0, 0.0, 0.0, 80.0, N
3, 90.0, 5.5, 0.0, 80.0, N
4, 95.0, 0.0, 0.0, 80.0, N
1, 75.0, 5.5, 5.5, 80.0, N
2, 80.0, 0.0, 2.1999999999999997, 80.0, N
3, 85.0, 0.0, 0.0, 80.0, DU
4, 90.0, 0.0, 0.0, 80.0, Q
5, 95.0, 0.0, 0.0, 80.0, N
6, 100.0, 0.0, 0.0, 80.0, DU
7, 100.0, 0.0, 0.0, 80.0, N
1, 85.0, 0.0, 0.0, 80.0, N
2, 90.0, 0.0, 0.0, 80.0, N
3, 90.0, 0.0, 0.0, 80.0, N
4, 95.0, 0.0, 0.0, 80.0, R
5, 100.0, 0.0, 0.0, 80.0, Q
6, 100.0, 0.0, 0.0, 80.0, N
1, 85.0, 0.0, 0.0, 80.0, N
2, 85.0, 5.5, 3.3000000000000003, 80.0, Q
3, 90.0, 0.0, 0.0, 80.0, DU
4, 95.0, 0.0, 0.0, 80.0, N
5, 100.0, 0.0, 0.0, 80.0, N
6, 100.0, 0.0, 0.0, 80.0, N
1, 75.0, 5.5, 5.5, 80.0, N
2, 75.0, 11.0, 8.8, 80.0, N
3, 75.0, 16.5, 8.8, 80.0, Q
4, 80.0, 11.0, 5.5, 80.0, DU
5, 85.0, 5.5, 2.1999999999999997, 80.0, N
6, 80.0, 11.0, 5.5, 80.0, N
1, 90.0, 0.0, 0.0, 80.0, N
2, 95.0, 0.0, 0.0, 80.0, N
3, 95.0, 0.0, 0.0, 80.0, N
4, 100.0, 0.0, 0.0, 80.0, N
1, 90.0, 0.0, 0.0, 80.0, N
2, 95.0, 0.0, 0.0, 80.0, N
3, 95.0, 0.0, 0.0, 80.0, R
4, 100.0, 0.0, 0.0, 80.0, N
5, 95.0, 5.5, 3.3000000000000003, 80.0, DU
6, 100.0, 0.0, 0.0, 80.0, N
1, 85.0, 0.0, 0.0, 80.0, N
2, 90.0, 0.0, 0.0, 80.0, N
3, 90.0, 0.0, 0.0, 80.0, N
4, 85.0, 5.5, 3.3000000000000003, 80.0, N
1, 75.0, 5.5, 5.5, 80.0, N
2, 75.0, 11.0, 8.8, 80.0, N
3, 75.0, 16.5, 8.8, 80.0, N
4, 80.0, 11.0, 5.5, 80.0, N
1, 75.0, 5.5, 5.5, 80.0, N
2, 80.0, 0.0, 2.1999999999999997, 80.0, N
3, 85.0, 0.0, 0.0, 80.0, N
4, 90.0, 0.0, 0.0, 80.0, R
5, 95.0, 0.0, 0.0, 80.0, N
1, 85.0, 0.0, 0.0, 80.0, N
2, 85.0, 5.5, 3.3000000000000003, 80.0, N
3, 90.0, 0.0, 0.0, 80.0, N
4, 85.0, 5.5, 3.3000000000000003, 80.0, Q
5, 90.0, 0.0, 0.0, 80.0, N
1, 85.0, 0.0, 0.0, 80.0, N
2, 85.0, 5.5, 3.3000000000000003, 80.0, N
3, 85.0, 11.0, 3.3000000000000003, 80.0, R
4, 90.0, 5.5, 0.0, 80.0, N
5, 95.0, 0.0, 0.0, 80.0, N
1, 90.0, 0.0, 0.0, 80.0, N
2, 90.0, 5.5, 3.3000000000000003, 80.0, N
3, 90.0, 0.0, 3.3000000000000003, 80.0, N
4, 95.0, 0.0, 0.0, 80.0, N
1, 75.0, 5.5, 5.5, 80.0, N
2, 80.0, 0.0, 2.1999999999999997, 80.0, N
3, 80.0, 5.5, 2.1999999999999997, 80.0, N
4, 75.0, 11.0, 5.5, 80.0, N
1, 90.0, 0.0, 0.0, 80.0, N
2, 95.0, 0.0, 0.0, 80.0, N
3, 100.0, 0.0, 0.0, 80.0, N
4, 95.0, 5.5, 3.3000000000000003, 80.0, R
5, 100.0, 0.0, 0.0, 80.0, N
1, 90.0, 0.0, 0.0, 80.0, N
2, 95.0, 0.0, 0.0, 80.0, N
3, 100.0, 0.0, 0.0, 80.0, DU
4, 100.0, 0.0, 0.0, 80.0, N
5, 95.0, 5.5, 3.3000000000000003, 80.0, N
1, 90.0, 0.0, 0.0, 80.0, N
2, 90.0, 5.5, 3.3000000000000003, 80.0, N
3, 90.0, 0.0, 3.3000000000000003, 80.0, R
4, 95.0, 0.0, 0.0, 80.0, N
5, 100.0, 0.0, 0.0, 80.0, N
1, 90.0, 0.0, 0.0, 80.0, N
2, 95.0, 0.0, 0.0, 80.0, N
3, 95.0, 5.5, 0.0, 80.0, N
4, 100.0, 0.0, 0.0, 80.0, N
1, 85.0, 0.0, 0.0, 80.0, N
2, 90.0, 0.0, 0.0, 80.0, N
3, 90.0, 5.5, 0.0, 80.0, Q
4, 95.0, 0.0, 0.0, 80.0, N
5, 100.0, 0.0, 0.0, 80.0, N
1, 90.0, 0.0, 0.0, 80.0, N
2, 90.0, 5.5, 3.3000000000000003, 80.0, N
3, 90.0, 0.0, 3.3000000000000003, 80.0, N
4, 85.0, 5.5, 6.6000000000000005, 80.0, N
1, 85.0, 0.0, 0.0, 80.0, N
2, 90.0, 0.0, 0.0, 80.0, N
3, 95.0, 0.0, 0.0, 80.0, R
4, 100.0, 0.0, 0.0, 80.0, N
5, 95.0, 5.5, 3.3000000000000003, 80.0, N
1, 90.0, 0.0, 0.0, 80.0, R
2, 100.0, 0.0, 0.0, 80.0, N
3, 100.0, 5.5, 3.3000000000000003, 80.0, N
4, 100.0, 0.0, 0.0, 80.0, Q
5, 100.0, 0.0, 0.0, 80.0, N
6, 100.0, 0.0, 0.0, 80.0, N
1, 75.0, 5.5, 5.5, 80.0, N
2, 80.0, 0.0, 2.1999999999999997, 80.0, N
3, 85.0, 0.0, 0.0, 80.0, N
4, 90.0, 0.0, 0.0, 80.0, N
1, 90.0, 0.0, 0.0, 80.0, N
2, 95.0, 0.0, 0.0, 80.0, N
3, 95.0, 5.5, 0.0, 80.0, N
4, 100.0, 0.0, 0.0, 80.0, N
1, 75.0, 5.5, 5.5, 80.0, N
2, 75.0, 11.0, 8.8, 80.0, N
3, 75.0, 5.5, 8.8, 80.0, R
4, 80.0, 0.0, 5.5, 80.0, N
5, 85.0, 0.0, 2.1999999999999997, 80.0, N
1, 90.0, 0.0, 0.0, 80.0, N
2, 95.0, 0.0, 0.0, 80.0, N
3, 95.0, 5.5, 0.0, 80.0, N
4, 100.0, 0.0, 0.0, 80.0, N
1, 90.0, 0.0, 0.0, 80.0, N
2, 90.0, 5.5, 3.3000000000000003, 80.0, N
3, 90.0, 11.0, 3.3000000000000003, 80.0, N
4, 95.0, 5.5, 0.0, 80.0, N
1, 75.0, 5.5, 5.5, 80.0, R
2, 85.0, 0.0, 0.0, 80.0, N
3, 90.0, 0.0, 0.0, 80.0, N
4, 95.0, 0.0, 0.0, 80.0, N
5, 100.0, 0.0, 0.0, 80.0, N
1, 85.0, 0.0, 0.0, 80.0, N
2, 90.0, 0.0, 0.0, 80.0, N
3, 95.0, 0.0, 0.0, 80.0, N
4, 100.0, 0.0, 0.0, 80.0, N
1, 85.0, 0.0, 0.0, 80.0, N
2, 90.0, 0.0, 0.0, 80.0, N
3, 95.0, 0.0, 0.0, 80.0, N
4, 90.0, 5.5, 3.3000000000000003, 80.0, N
1, 75.0, 5.5, 5.5, 80.0, N
2, 80.0, 0.0, 2.1999999999999997, 80.0, N
3, 85.0, 0.0, 0.0, 80.0, N
4, 90.0, 0.0, 0.0, 80.0, N
1, 85.0, 0.0, 0.0, 80.0, DU
2, 95.0, 0.0, 0.0, 80.0, N
3, 100.0, 0.0, 0.0, 80.0, N
4, 100.0, 0.0, 0.0, 80.0, N
5, 95.0, 5.5, 3.3000000000000003, 80.0, N
1, 85.0, 0.0, 0.0, 80.0, N
2, 90.0, 0.0, 0.0, 80.0, N
3, 90.0, 0.0, 0.0, 80.0, N
4, 95.0, 0.0, 0.0, 80.0, N
1, 75.0, 5.5, 5.5, 80.0, N
2, 75.0, 11.0, 8.8, 80.0, R
3, 80.0, 5.5, 5.5, 80.0, DU
4, 85.0, 0.0, 2.1999999999999997, 80.0, N
5, 85.0, 0.0, 2.1999999999999997, 80.0, N
6, 90.0, 0.0, 0.0, 80.0, N
1, 90.0, 0.0, 0.0, 80.0, N
2, 90.0, 5.5, 3.3000000000000003, 80.0, N
3, 90.0, 0.0, 3.3000000000000003, 80.0, N
4, 85.0, 5.5, 6.6000000000000005, 80.0, N
1, 90.0, 0.0, 0.0, 80.0, R
2, 100.0, 0.0, 0.0, 80.0, N
3, 100.0, 0.0, 0.0, 80.0, N
4, 100.0, 0.0, 0.0, 80.0, N
5, 100.0, 0.0, 0.0, 80.0, N
1, 90.0, 0.0, 0.0, 80.0, DU
2, 100.0, 0.0, 0.0, 80.0, N
3, 100.0, 0.0, 0.0, 80.0, N
4, 100.0, 0.0, 0.0, 80.0, DU
5, 100.0, 0.0, 0.0, 80.0, N
6, 95.0, 5.5, 3.3000000000000003, 80.0, N
1, 85.0, 0.0, 0.0, 80.0, R
2, 95.0, 0.0, 0.0, 80.0, N
3, 100.0, 0.0, 0.0, 80.0, DU
4, 100.0, 0.0, 0.0, 80.0, N
5, 100.0, 0.0, 0.0, 80.0, N
6, 95.0, 5.5, 3.3000000000000003, 80.0, N
1, 90.0, 0.0, 0.0, 80.0, N
2, 95.0, 0.0, 0.0, 80.0, N
3, 95.0, 5.5, 0.0, 80.0, N
4, 100.0, 5.5, 0.0, 80.0, N
1, 75.0, 5.5, 5.5, 80.0, N
2, 80.0, 0.0, 2.1999999999999997, 80.0, DU
3, 85.0, 0.0, 0.0, 80.0, N
4, 85.0, 5.5, 0.0, 80.0, N
5, 90.0, 0.0, 0.0, 80.0, DU
6, 95.0, 0.0, 0.0, 80.0, N
1, 90.0, 0.0, 0.0, 80.0, N
2, 95.0, 0.0, 0.0, 80.0, N
3, 100.0, 0.0, 0.0, 80.0, N
4, 100.0, 0.0, 0.0, 80.0, N
1, 85.0, 0.0, 0.0, 80.0, Q
2, 95.0, 0.0, 0.0, 80.0, N
3, 100.0, 0.0, 0.0, 80.0, N
4, 100.0, 5.5, 0.0, 80.0, N
5, 100.0, 5.5, 0.0, 80.0, R
6, 100.0, 0.0, 0.0, 80.0, N
1, 90.0, 0.0, 0.0, 80.0, N
2, 95.0, 0.0, 0.0, 80.0, N
3, 100.0, 0.0, 0.0, 80.0, DU
4, 100.0, 0.0, 0.0, 80.0, N
5, 95.0, 5.5, 3.3000000000000003, 80.0, Q
6, 100.0, 0.0, 0.0, 80.0, DU
7, 100.0, 0.0, 0.0, 80.0, N
1, 85.0, 0.0, 0.0, 80.0, N
2, 90.0, 0.0, 0.0, 80.0, DU
3, 95.0, 0.0, 0.0, 80.0, N
4, 95.0, 0.0, 0.0, 80.0, N
5, 90.0, 5.5, 3.3000000000000003, 80.0, N
1, 90.0, 0.0, 0.0, 80.0, N
2, 95.0, 0.0, 0.0, 80.0, DU
3, 100.0, 0.0, 0.0, 80.0, N
4, 100.0, 0.0, 0.0, 80.0, N
5, 95.0, 5.5, 3.3000000000000003, 80.0, N
1, 75.0, 5.5, 5.5, 80.0, N
2, 80.0, 0.0, 2.1999999999999997, 80.0, N
3, 80.0, 5.5, 2.1999999999999997, 80.0, N
4, 85.0, 5.5, 0.0, 80.0, N
1, 75.0, 5.5, 5.5, 80.0, N
2, 80.0, 0.0, 2.1999999999999997, 80.0, N
3, 85.0, 0.0, 0.0, 80.0, R
4, 90.0, 0.0, 0.0, 80.0, N
5, 95.0, 0.0, 0.0, 80.0, N
1, 75.0, 5.5, 5.5, 80.0, N
2, 80.0, 0.0, 2.1999999999999997, 80.0, N
